time,drug,year,estimate,grade,LBYear1,LBYear2
Last 12 Months,Tranquilizers,1993,3.259141562,10th Grade,2000,
Last 12 Months,Tranquilizers,1994,3.341106701,10th Grade,2000,
Last 12 Months,Tranquilizers,1995,3.964494992,10th Grade,2000,
Last 12 Months,Tranquilizers,1996,4.594757258,10th Grade,2000,
Last 12 Months,Tranquilizers,1997,4.90391123,10th Grade,2000,
Last 12 Months,Tranquilizers,1998,5.073380216,10th Grade,2000,
Last 12 Months,Tranquilizers,1999,5.369638936,10th Grade,2000,
Last 12 Months,Tranquilizers,2000,5.599820794,10th Grade,2000,
Last 12 Months,Tranquilizers,2001,7.335038161,10th Grade,2000,
Last 12 Months,Tranquilizers,2002,6.307022146,10th Grade,2000,
Last 12 Months,Tranquilizers,2003,5.31284894,10th Grade,2000,
Last 12 Months,Tranquilizers,2004,5.101178319,10th Grade,2000,
Last 12 Months,Tranquilizers,2005,4.783343726,10th Grade,2000,
Last 12 Months,Tranquilizers,2006,5.228037463,10th Grade,2000,
Last 12 Months,Tranquilizers,2007,5.276009036,10th Grade,2000,
Last 12 Months,Tranquilizers,2008,4.592647903,10th Grade,2000,
Last 12 Months,Tranquilizers,2009,5.039925576,10th Grade,2000,
Last 12 Months,Tranquilizers,2010,5.064270621,10th Grade,2000,
Last 12 Months,Tranquilizers,2011,4.52970882,10th Grade,2000,
Last 12 Months,Tranquilizers,2012,4.270006773,10th Grade,2000,
Last 12 Months,Tranquilizers,2013,3.678358985,10th Grade,2000,
Last 12 Months,Tranquilizers,2014,3.893134671,10th Grade,2000,
Last 12 Months,Tranquilizers,2015,3.853594897,10th Grade,2000,
Last 12 Months,Tranquilizers,2016,4.067259784,10th Grade,2000,
Last 12 Months,Tranquilizers,2017,4.106067745,10th Grade,2000,
Last 12 Months,Tranquilizers,2018,3.857181646,10th Grade,2000,
Last 12 Months,Tranquilizers,2019,3.441465721,10th Grade,2000,
Last 12 Months,Tranquilizers,2020,2.642952694,10th Grade,2000,
Last 12 Months,Tranquilizers,2021,1.281720126,10th Grade,2000,
Last 12 Months,Tranquilizers,2022,1.549894516,10th Grade,2000,
Last 12 Months,Tranquilizers,2023,1.162512491,10th Grade,2000,
Last 12 Months,Tranquilizers,1976,10.25243169,12th Grade,2000,
Last 12 Months,Tranquilizers,1977,10.77648961,12th Grade,2000,
Last 12 Months,Tranquilizers,1978,9.891461784,12th Grade,2000,
Last 12 Months,Tranquilizers,1979,9.634587922,12th Grade,2000,
Last 12 Months,Tranquilizers,1980,8.733176498,12th Grade,2000,
Last 12 Months,Tranquilizers,1981,7.952604768,12th Grade,2000,
Last 12 Months,Tranquilizers,1982,7.008224369,12th Grade,2000,
Last 12 Months,Tranquilizers,1983,6.913536964,12th Grade,2000,
Last 12 Months,Tranquilizers,1984,6.149293694,12th Grade,2000,
Last 12 Months,Tranquilizers,1985,6.084873865,12th Grade,2000,
Last 12 Months,Tranquilizers,1986,5.826490629,12th Grade,2000,
Last 12 Months,Tranquilizers,1987,5.54611246,12th Grade,2000,
Last 12 Months,Tranquilizers,1988,4.790728823,12th Grade,2000,
Last 12 Months,Tranquilizers,1989,3.750686511,12th Grade,2000,
Last 12 Months,Tranquilizers,1990,3.537239541,12th Grade,2000,
Last 12 Months,Tranquilizers,1991,3.63390561,12th Grade,2000,
Last 12 Months,Tranquilizers,1992,2.848197082,12th Grade,2000,
Last 12 Months,Tranquilizers,1993,3.491584021,12th Grade,2000,
Last 12 Months,Tranquilizers,1994,3.729143992,12th Grade,2000,
Last 12 Months,Tranquilizers,1995,4.414858523,12th Grade,2000,
Last 12 Months,Tranquilizers,1996,4.558511208,12th Grade,2000,
Last 12 Months,Tranquilizers,1997,4.690381169,12th Grade,2000,
Last 12 Months,Tranquilizers,1998,5.471367976,12th Grade,2000,
Last 12 Months,Tranquilizers,1999,5.834527669,12th Grade,2000,
Last 12 Months,Tranquilizers,2000,5.686376796,12th Grade,2000,
Last 12 Months,Tranquilizers,2001,6.903837975,12th Grade,2000,
Last 12 Months,Tranquilizers,2002,7.719451666,12th Grade,2000,
Last 12 Months,Tranquilizers,2003,6.721408596,12th Grade,2000,
Last 12 Months,Tranquilizers,2004,7.346253219,12th Grade,2000,
Last 12 Months,Tranquilizers,2005,6.75284913,12th Grade,2000,
Last 12 Months,Tranquilizers,2006,6.625389541,12th Grade,2000,
Last 12 Months,Tranquilizers,2007,6.169644542,12th Grade,2000,
Last 12 Months,Tranquilizers,2008,6.210956628,12th Grade,2000,
Last 12 Months,Tranquilizers,2009,6.288264513,12th Grade,2000,
Last 12 Months,Tranquilizers,2010,5.577669067,12th Grade,2000,
Last 12 Months,Tranquilizers,2011,5.584555244,12th Grade,2000,
Last 12 Months,Tranquilizers,2012,5.346632212,12th Grade,2000,
Last 12 Months,Tranquilizers,2013,4.641735381,12th Grade,2000,
Last 12 Months,Tranquilizers,2014,4.732705984,12th Grade,2000,
Last 12 Months,Tranquilizers,2015,4.716709584,12th Grade,2000,
Last 12 Months,Tranquilizers,2016,4.874393853,12th Grade,2000,
Last 12 Months,Tranquilizers,2017,4.690457121,12th Grade,2000,
Last 12 Months,Tranquilizers,2018,3.85982883,12th Grade,2000,
Last 12 Months,Tranquilizers,2019,3.359367067,12th Grade,2000,
Last 12 Months,Tranquilizers,2020,3.159480203,12th Grade,2000,
Last 12 Months,Tranquilizers,2021,1.242564998,12th Grade,2000,
Last 12 Months,Tranquilizers,2022,1.541984647,12th Grade,2000,
Last 12 Months,Tranquilizers,2023,0.98180229,12th Grade,2000,
Last 30 Days,Tranquilizers,1991,0.776866163,8th Grade,2000,
Last 30 Days,Tranquilizers,1992,0.751491845,8th Grade,2000,
Last 30 Days,Tranquilizers,1993,0.936574553,8th Grade,2000,
Last 30 Days,Tranquilizers,1994,1.119976503,8th Grade,2000,
Last 30 Days,Tranquilizers,1995,1.230636297,8th Grade,2000,
Last 30 Days,Tranquilizers,1996,1.507706678,8th Grade,2000,
Last 30 Days,Tranquilizers,1997,1.167853364,8th Grade,2000,
Last 30 Days,Tranquilizers,1998,1.221274074,8th Grade,2000,
Last 30 Days,Tranquilizers,1999,1.118871702,8th Grade,2000,
Last 30 Days,Tranquilizers,2000,1.383437025,8th Grade,2000,
Last 30 Days,Tranquilizers,2001,1.185284444,8th Grade,2000,
Last 30 Days,Tranquilizers,2002,1.156357367,8th Grade,2000,
Last 30 Days,Tranquilizers,2003,1.423736601,8th Grade,2000,
Last 30 Days,Tranquilizers,2004,1.206664468,8th Grade,2000,
Last 30 Days,Tranquilizers,2005,1.324171481,8th Grade,2000,
Last 30 Days,Tranquilizers,2006,1.286223104,8th Grade,2000,
Last 30 Days,Tranquilizers,2007,1.067734124,8th Grade,2000,
Last 30 Days,Tranquilizers,2008,1.180005129,8th Grade,2000,
Last 30 Days,Tranquilizers,2009,1.208940894,8th Grade,2000,
Last 30 Days,Tranquilizers,2010,1.150116861,8th Grade,2000,
Last 30 Days,Tranquilizers,2011,0.960774458,8th Grade,2000,
Last 30 Days,Tranquilizers,2012,0.755665698,8th Grade,2000,
Last 30 Days,Tranquilizers,2013,0.909319827,8th Grade,2000,
Last 30 Days,Tranquilizers,2014,0.836817597,8th Grade,2000,
Last 30 Days,Tranquilizers,2015,0.777986697,8th Grade,2000,
Last 30 Days,Tranquilizers,2016,0.751799852,8th Grade,2000,
Last 30 Days,Tranquilizers,2017,0.73185363,8th Grade,2000,
Last 30 Days,Tranquilizers,2018,0.856328855,8th Grade,2000,
Last 30 Days,Tranquilizers,2019,1.158440347,8th Grade,2000,
Last 30 Days,Tranquilizers,2020,1.117276037,8th Grade,2000,
Last 30 Days,Tranquilizers,2021,0.410778723,8th Grade,2000,
Last 30 Days,Tranquilizers,2022,0.615582041,8th Grade,2000,
Last 30 Days,Tranquilizers,2023,0.440650924,8th Grade,2000,
Last 30 Days,Tranquilizers,1991,1.183073427,10th Grade,2000,
Last 30 Days,Tranquilizers,1992,1.475865498,10th Grade,2000,
Last 30 Days,Tranquilizers,1993,1.069961915,10th Grade,2000,
Last 30 Days,Tranquilizers,1994,1.498650742,10th Grade,2000,
Last 30 Days,Tranquilizers,1995,1.654942144,10th Grade,2000,
Last 30 Days,Tranquilizers,1996,1.706458489,10th Grade,2000,
Last 30 Days,Tranquilizers,1997,2.154875676,10th Grade,2000,
Last 30 Days,Tranquilizers,1998,2.223457498,10th Grade,2000,
Last 30 Days,Tranquilizers,1999,2.168733423,10th Grade,2000,
Last 30 Days,Tranquilizers,2000,2.530471126,10th Grade,2000,
Last 30 Days,Tranquilizers,2001,2.851555708,10th Grade,2000,
Last 30 Days,Tranquilizers,2002,2.880200543,10th Grade,2000,
Last 30 Days,Tranquilizers,2003,2.424406429,10th Grade,2000,
Last 30 Days,Tranquilizers,2004,2.34285867,10th Grade,2000,
Last 30 Days,Tranquilizers,2005,2.295191679,10th Grade,2000,
Last 30 Days,Tranquilizers,2006,2.424650545,10th Grade,2000,
Last 30 Days,Tranquilizers,2007,2.596335495,10th Grade,2000,
Last 30 Days,Tranquilizers,2008,1.910288756,10th Grade,2000,
Last 30 Days,Tranquilizers,2009,1.960009905,10th Grade,2000,
Last 30 Days,Tranquilizers,2010,2.16114612,10th Grade,2000,
Last 30 Days,Tranquilizers,2011,1.885430747,10th Grade,2000,
Last 30 Days,Tranquilizers,2012,1.720525131,10th Grade,2000,
Last 30 Days,Tranquilizers,2013,1.604422569,10th Grade,2000,
Last 30 Days,Tranquilizers,2014,1.560448305,10th Grade,2000,
Last 30 Days,Tranquilizers,2015,1.735866023,10th Grade,2000,
Last 30 Days,Tranquilizers,2016,1.49454977,10th Grade,2000,
Last 30 Days,Tranquilizers,2017,1.54206385,10th Grade,2000,
Last 30 Days,Tranquilizers,2018,1.343031229,10th Grade,2000,
Last 30 Days,Tranquilizers,2019,1.265579799,10th Grade,2000,
Last 30 Days,Tranquilizers,2020,0.729808436,10th Grade,2000,
Last 30 Days,Tranquilizers,2021,0.514923139,10th Grade,2000,
Last 30 Days,Tranquilizers,2022,0.563416325,10th Grade,2000,
Last 30 Days,Tranquilizers,2023,0.447028007,10th Grade,2000,
Last 30 Days,Tranquilizers,1976,3.975489786,12th Grade,2000,
Last 30 Days,Tranquilizers,1977,4.575802361,12th Grade,2000,
Last 30 Days,Tranquilizers,1978,3.440934228,12th Grade,2000,
Last 30 Days,Tranquilizers,1979,3.67378081,12th Grade,2000,
Last 30 Days,Tranquilizers,1980,3.128705866,12th Grade,2000,
Last 30 Days,Tranquilizers,1981,2.672950099,12th Grade,2000,
Last 30 Days,Tranquilizers,1982,2.368486491,12th Grade,2000,
Last 30 Days,Tranquilizers,1983,2.545105537,12th Grade,2000,
Last 30 Days,Tranquilizers,1984,2.051411768,12th Grade,2000,
Last 30 Days,Tranquilizers,1985,2.079720335,12th Grade,2000,
Last 30 Days,Tranquilizers,1986,2.091956961,12th Grade,2000,
Last 30 Days,Tranquilizers,1987,2.002412405,12th Grade,2000,
Last 30 Days,Tranquilizers,1988,1.496145761,12th Grade,2000,
Last 30 Days,Tranquilizers,1989,1.294254012,12th Grade,2000,
Last 30 Days,Tranquilizers,1990,1.177042885,12th Grade,2000,
Last 30 Days,Tranquilizers,1991,1.356196602,12th Grade,2000,
Last 30 Days,Tranquilizers,1992,1.041425968,12th Grade,2000,
Last 30 Days,Tranquilizers,1993,1.178912875,12th Grade,2000,
Last 30 Days,Tranquilizers,1994,1.40346621,12th Grade,2000,
Last 30 Days,Tranquilizers,1995,1.801170975,12th Grade,2000,
Last 30 Days,Tranquilizers,1996,1.975859355,12th Grade,2000,
Last 30 Days,Tranquilizers,1997,1.822844418,12th Grade,2000,
Last 30 Days,Tranquilizers,1998,2.386596646,12th Grade,2000,
Last 30 Days,Tranquilizers,1999,2.484788165,12th Grade,2000,
Last 30 Days,Tranquilizers,2000,2.584521563,12th Grade,2000,
Last 30 Days,Tranquilizers,2001,2.885607484,12th Grade,2000,
Last 30 Days,Tranquilizers,2002,3.324163365,12th Grade,2000,
Last 30 Days,Tranquilizers,2003,2.782160832,12th Grade,2000,
Last 30 Days,Tranquilizers,2004,3.126905905,12th Grade,2000,
Last 30 Days,Tranquilizers,2005,2.89315072,12th Grade,2000,
Last 30 Days,Tranquilizers,2006,2.696733551,12th Grade,2000,
Last 30 Days,Tranquilizers,2007,2.644545546,12th Grade,2000,
Last 30 Days,Tranquilizers,2008,2.648803667,12th Grade,2000,
Last 30 Days,Tranquilizers,2009,2.655578564,12th Grade,2000,
Last 30 Days,Tranquilizers,2010,2.476175537,12th Grade,2000,
Last 30 Days,Tranquilizers,2011,2.324503193,12th Grade,2000,
Last 30 Days,Tranquilizers,2012,2.079621175,12th Grade,2000,
Last 30 Days,Tranquilizers,2013,1.977918623,12th Grade,2000,
Last 30 Days,Tranquilizers,2014,2.089759455,12th Grade,2000,
Last 30 Days,Tranquilizers,2015,1.988727767,12th Grade,2000,
Last 30 Days,Tranquilizers,2016,1.861000155,12th Grade,2000,
Last 30 Days,Tranquilizers,2017,2.025230713,12th Grade,2000,
Last 30 Days,Tranquilizers,2018,1.310421004,12th Grade,2000,
Last 30 Days,Tranquilizers,2019,1.251864973,12th Grade,2000,
Last 30 Days,Tranquilizers,2020,1.007470566,12th Grade,2000,
Last 30 Days,Tranquilizers,2021,0.403178072,12th Grade,2000,
Last 30 Days,Tranquilizers,2022,0.722950355,12th Grade,2000,
Last 30 Days,Tranquilizers,2023,0.298312424,12th Grade,2000,
Lifetime,Vape Nicotine (E-cigarettes),2017,10.56426642,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2018,13.45079286,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2019,20.33509617,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2020,22.69155143,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2021,16.57697591,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2022,16.9625582,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2023,16.53441954,8th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2017,21.43855684,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2018,28.62560447,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2019,36.29126659,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2020,38.71233265,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2021,28.38953626,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2022,28.20831676,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2023,25.08509852,10th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2017,24.9760878,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2018,34.01186995,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2019,40.79597288,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2020,44.28463581,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2021,38.69895821,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2022,38.81481774,12th Grade,,
Lifetime,Vape Nicotine (E-cigarettes),2023,33.48501152,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2017,7.50919953,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2018,10.86273242,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2019,16.45449223,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2020,16.61902628,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2021,12.12744387,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2022,12.03131135,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2023,11.42630742,8th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2017,15.79605111,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2018,24.6594903,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2019,30.72025789,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2020,30.66333132,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2021,19.51024151,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2022,20.46186294,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2023,17.56051183,10th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2017,18.81505874,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2018,29.72124407,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2019,35.29285567,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2020,34.50198944,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2021,26.57891381,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2022,27.32596181,12th Grade,,
Last 12 Months,Vape Nicotine (E-cigarettes),2023,23.15461654,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2017,3.531868869,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2018,6.141250241,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2019,9.585960476,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2020,10.46498041,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2021,7.606952675,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2022,7.083759631,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2023,6.977026452,8th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2017,8.209610239,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2018,16.13038887,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2019,19.93773693,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2020,19.2759479,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2021,13.12567112,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2022,14.18324892,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2023,11.88777345,10th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2017,10.9536694,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2018,20.9056535,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2019,25.45183554,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2020,24.70147992,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2021,19.60990061,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2022,20.71698925,12th Grade,,
Last 30 Days,Vape Nicotine (E-cigarettes),2023,16.85782801,12th Grade,,
Daily,Vape Nicotine (E-cigarettes),2019,1.989747042,8th Grade,,
Daily,Vape Nicotine (E-cigarettes),2020,0.787392664,8th Grade,,
Daily,Vape Nicotine (E-cigarettes),2021,1.062756765,8th Grade,,
Daily,Vape Nicotine (E-cigarettes),2022,1.162852558,8th Grade,,
Daily,Vape Nicotine (E-cigarettes),2023,1.400977771,8th Grade,,
Daily,Vape Nicotine (E-cigarettes),2019,6.814414323,10th Grade,,
Daily,Vape Nicotine (E-cigarettes),2020,3.045208356,10th Grade,,
Daily,Vape Nicotine (E-cigarettes),2021,2.507331734,10th Grade,,
Daily,Vape Nicotine (E-cigarettes),2022,3.269919481,10th Grade,,
Daily,Vape Nicotine (E-cigarettes),2023,2.352737016,10th Grade,,
Daily,Vape Nicotine (E-cigarettes),2019,11.63546298,12th Grade,,
Daily,Vape Nicotine (E-cigarettes),2020,5.190125728,12th Grade,,
Daily,Vape Nicotine (E-cigarettes),2021,5.428218477,12th Grade,,
Daily,Vape Nicotine (E-cigarettes),2022,6.211127691,12th Grade,,
Daily,Vape Nicotine (E-cigarettes),2023,5.801829639,12th Grade,,
Lifetime,Vape Flavoring,2017,3.993311048,8th Grade,,
Lifetime,Vape Flavoring,2018,5.535746866,8th Grade,,
Lifetime,Vape Flavoring,2019,9.007759552,8th Grade,,
Lifetime,Vape Flavoring,2020,10.23380236,8th Grade,,
Lifetime,Vape Flavoring,2021,6.526397501,8th Grade,,
Lifetime,Vape Flavoring,2022,7.71508081,8th Grade,,
Lifetime,Vape Flavoring,2023,8.423706598,8th Grade,,
Lifetime,Vape Flavoring,2017,9.833387637,10th Grade,,
Lifetime,Vape Flavoring,2018,14.23990073,10th Grade,,
Lifetime,Vape Flavoring,2019,21.83003083,10th Grade,,
Lifetime,Vape Flavoring,2020,22.71595058,10th Grade,,
Lifetime,Vape Flavoring,2021,16.45974584,10th Grade,,
Lifetime,Vape Flavoring,2022,18.60835946,10th Grade,,
Lifetime,Vape Flavoring,2023,16.81125957,10th Grade,,
Lifetime,Vape Flavoring,2017,30.710189,12th Grade,,
Lifetime,Vape Flavoring,2018,34.06274816,12th Grade,,
Lifetime,Vape Flavoring,2019,29.02510844,12th Grade,,
Lifetime,Vape Flavoring,2020,29.77638059,12th Grade,,
Lifetime,Vape Flavoring,2021,25.18546378,12th Grade,,
Lifetime,Vape Flavoring,2022,23.69016733,12th Grade,,
Lifetime,Vape Flavoring,2023,21.73654077,12th Grade,,
Last 12 Months,Vape Flavoring,2017,3.037165873,8th Grade,,
Last 12 Months,Vape Flavoring,2018,4.383435413,8th Grade,,
Last 12 Months,Vape Flavoring,2019,6.994606376,8th Grade,,
Last 12 Months,Vape Flavoring,2020,8.117919314,8th Grade,,
Last 12 Months,Vape Flavoring,2021,4.694953922,8th Grade,,
Last 12 Months,Vape Flavoring,2022,5.95722743,8th Grade,,
Last 12 Months,Vape Flavoring,2023,6.463701461,8th Grade,,
Last 12 Months,Vape Flavoring,2017,8.118668848,10th Grade,,
Last 12 Months,Vape Flavoring,2018,12.365148,10th Grade,,
Last 12 Months,Vape Flavoring,2019,19.3705431,10th Grade,,
Last 12 Months,Vape Flavoring,2020,19.12987912,10th Grade,,
Last 12 Months,Vape Flavoring,2021,12.39377157,10th Grade,,
Last 12 Months,Vape Flavoring,2022,14.99816418,10th Grade,,
Last 12 Months,Vape Flavoring,2023,13.09115206,10th Grade,,
Last 12 Months,Vape Flavoring,2017,20.55973445,12th Grade,,
Last 12 Months,Vape Flavoring,2018,25.74234912,12th Grade,,
Last 12 Months,Vape Flavoring,2019,20.33151311,12th Grade,,
Last 12 Months,Vape Flavoring,2020,16.61972952,12th Grade,,
Last 12 Months,Vape Flavoring,2021,11.69136036,12th Grade,,
Last 12 Months,Vape Flavoring,2022,11.81414533,12th Grade,,
Last 12 Months,Vape Flavoring,2023,11.66134278,12th Grade,,
Last 30 Days,Vape Flavoring,2017,1.647980126,8th Grade,,
Last 30 Days,Vape Flavoring,2018,2.631407185,8th Grade,,
Last 30 Days,Vape Flavoring,2019,3.938109113,8th Grade,,
Last 30 Days,Vape Flavoring,2020,4.188532295,8th Grade,,
Last 30 Days,Vape Flavoring,2021,2.918342522,8th Grade,,
Last 30 Days,Vape Flavoring,2022,4.171947159,8th Grade,,
Last 30 Days,Vape Flavoring,2023,4.180667053,8th Grade,,
Last 30 Days,Vape Flavoring,2017,4.306969698,10th Grade,,
Last 30 Days,Vape Flavoring,2018,7.008324718,10th Grade,,
Last 30 Days,Vape Flavoring,2019,12.60931685,10th Grade,,
Last 30 Days,Vape Flavoring,2020,11.34602722,10th Grade,,
Last 30 Days,Vape Flavoring,2021,8.41385956,10th Grade,,
Last 30 Days,Vape Flavoring,2022,10.27260878,10th Grade,,
Last 30 Days,Vape Flavoring,2023,8.51206827,10th Grade,,
Last 30 Days,Vape Flavoring,2017,9.66127862,12th Grade,,
Last 30 Days,Vape Flavoring,2018,13.49079466,12th Grade,,
Last 30 Days,Vape Flavoring,2019,10.69760157,12th Grade,,
Last 30 Days,Vape Flavoring,2020,8.440691142,12th Grade,,
Last 30 Days,Vape Flavoring,2021,7.396295476,12th Grade,,
Last 30 Days,Vape Flavoring,2022,8.330547852,12th Grade,,
Last 30 Days,Vape Flavoring,2023,8.106289359,12th Grade,,
Daily,Vape Flavoring,2019,1.241575047,8th Grade,2019,
Daily,Vape Flavoring,2020,0.367935404,8th Grade,2019,
Daily,Vape Flavoring,2021,0.451788711,8th Grade,2019,
Daily,Vape Flavoring,2022,0.600724949,8th Grade,2019,
Daily,Vape Flavoring,2023,0.727835779,8th Grade,2019,
Daily,Vape Flavoring,2019,2.028868832,10th Grade,2019,
Daily,Vape Flavoring,2020,1.171117777,10th Grade,2019,
Daily,Vape Flavoring,2021,0.85167863,10th Grade,2019,
Daily,Vape Flavoring,2022,0.999050278,10th Grade,2019,
Daily,Vape Flavoring,2023,1.003472924,10th Grade,2019,
Daily,Vape Flavoring,2019,2.786281129,12th Grade,2019,
Daily,Vape Flavoring,2020,1.436556898,12th Grade,2019,
Daily,Vape Flavoring,2021,0.83998064,12th Grade,2019,
Daily,Vape Flavoring,2022,1.712083928,12th Grade,2019,
Daily,Vape Flavoring,2023,1.58920788,12th Grade,2019,
Lifetime,Vape Flavoring without Nicotine,2017,7.790836219,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2018,7.765811452,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2019,3.561883702,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2020,1.32617297,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2021,0.77312584,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2022,1.085291909,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2023,0.817919564,8th Grade,,
Lifetime,Vape Flavoring without Nicotine,2017,8.988590778,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2018,7.601293396,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2019,3.674694556,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2020,1.591845007,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2021,0.934185631,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2022,0.663475473,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2023,0.536644805,10th Grade,,
Lifetime,Vape Flavoring without Nicotine,2017,10.06858232,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2018,7.602460299,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2019,3.656695676,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2020,2.057197654,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2021,1.083588211,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2022,0.945003701,12th Grade,,
Lifetime,Vape Flavoring without Nicotine,2023,0.86471015,12th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2017,5.506934394,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2018,6.237961049,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2019,3.045612753,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2020,2.007950197,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2021,0.951812708,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2022,1.216024882,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2023,1.209519877,8th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2017,6.979241527,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2018,6.398423909,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2019,2.908321345,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2020,2.02485226,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2021,0.984318689,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2022,0.999872438,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2023,0.664837639,10th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2017,7.477752541,12th Grade,,
Last 12 Months,Vape Flavoring without Nicotine,2018,6.022500246,12th Grade,,
