time,drug,year,age_19_20,age_21_22,age_23_24,age_25_26,age_27_28,age_29_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_18
12 Month,Any Nicotine Use,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2017,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2018,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2020,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2021,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2022,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Nicotine Use,2023,37.6528,36.9862,38.1601,47.5881,42.0927,39.654,29.9378,34.0363,26.9002,27.9599,24.2182,20.9296,21.4298,.
12 Month,Any Prescription Drug,1978,23.7173,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1979,25.4763,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1980,28.1944,29.5847,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1981,29.7829,30.1837,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1982,27.0248,26.3857,26.2376,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1983,24.5196,23.6092,23.5364,.,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1984,20.1119,21.2411,19.032,18.6452,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1985,18.6859,17.9092,19.1249,18.9177,.,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1986,15.1703,17.0876,16.7154,12.9632,13.7423,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1987,13.2749,15.1418,12.6323,13.2388,13.1903,.,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1988,12.9506,12.6709,11.5659,10.1973,9.9404,9.8524,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1989,10.9402,11.4328,10.3364,9.9084,9.4601,8.6699,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1990,11.0835,9.9063,10.0391,9.9785,7.7417,7.3526,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1991,9.284,9.2113,8.4673,8.1965,8.2372,7.9261,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1992,8.8357,9.1597,8.4026,8.4779,8.0119,6.5733,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1993,8.5954,8.9105,7.9795,7.8147,7.0256,6.0974,.,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1994,9.9978,9.3874,8.4274,8.1508,6.967,6.3673,7.4576,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1995,12.3989,10.2995,7.38,7.19,7.7901,7.428,6.9065,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1996,12.1462,9.514,8.8485,6.0582,6.8835,6.9108,6.943,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1997,11.5624,12.783,7.2979,6.4291,5.6102,7.5754,6.4842,.,.,.,.,.,.,.
12 Month,Any Prescription Drug,1998,11.7318,9.7985,9.8621,7.6041,6.746,5.3167,4.386,5.6007,.,.,.,.,.,.
12 Month,Any Prescription Drug,1999,13.5033,9.2953,9.6947,7.9648,5.9277,5.2768,6.3021,4.7213,.,.,.,.,.,.
12 Month,Any Prescription Drug,2000,15.7099,11.2514,10.1146,9.5031,6.7965,5.6031,5.6098,5.3109,.,.,.,.,.,.
12 Month,Any Prescription Drug,2001,13.6907,14.8859,11.5531,9.7969,8.7258,7.0934,7.1674,5.3772,.,.,.,.,.,.
12 Month,Any Prescription Drug,2002,15.5411,14.8718,13.7697,11.9973,10.5708,8.3098,8.2819,6.7891,.,.,.,.,.,.
12 Month,Any Prescription Drug,2003,17.0767,16.5274,16.3799,11.8352,11.362,8.5289,8.8812,4.1022,6.1047,.,.,.,.,.
12 Month,Any Prescription Drug,2004,17.4075,16.0602,16.9579,12.8537,12.2558,10.5183,8.5152,6.4327,7.1231,.,.,.,.,.
12 Month,Any Prescription Drug,2005,15.564,17.1258,13.8715,15.0357,10.7664,13.6769,9.4376,7.2349,6.3926,.,.,.,.,16.84474878
12 Month,Any Prescription Drug,2006,14.3214,18.6497,15.5697,14.0039,12.7214,12.2857,9.2732,8.4012,7.7804,.,.,.,.,16.65017158
12 Month,Any Prescription Drug,2007,14.6186,17.328,16.8643,13.566,13.4597,11.0562,9.4774,10.185,8.7492,.,.,.,.,15.54754843
12 Month,Any Prescription Drug,2008,14.8407,15.2787,17.8613,15.6741,15.5085,13.4644,12.4633,10.3567,8.5031,8.8348,.,.,.,15.24574178
12 Month,Any Prescription Drug,2009,12.232,18.9956,14.0727,16.3811,11.985,15.1952,11.4215,9.4547,8.4516,9.0879,.,.,.,14.59843892
12 Month,Any Prescription Drug,2010,14.6574,17.6295,17.3339,17.168,13.4767,12.3124,10.957,8.4151,10.3334,9.4346,.,.,.,14.79984883
12 Month,Any Prescription Drug,2011,15.6813,15.2607,15.833,15.6131,14.3657,13.0612,12.4315,8.2924,8.657,9.5472,.,.,.,14.97536091
12 Month,Any Prescription Drug,2012,13.7287,15.9767,15.963,13.9791,15.2239,12.0824,10.9627,9.2871,10.446,9.3358,.,.,.,14.50884232
12 Month,Any Prescription Drug,2013,16.5441,19.0262,15.0192,15.0112,14.5725,13.2446,10.7448,9.7324,8.6949,7.1199,5.96754,.,.,14.70968481
12 Month,Any Prescription Drug,2014,16.0132,16.5568,13.9689,15.4468,13.2854,14.582,14.0773,7.7687,7.7582,8.1766,6.38704,.,.,13.64317006
12 Month,Any Prescription Drug,2015,13.1002,14.9495,15.2275,12.3926,12.3068,11.724,12.3053,9.9621,9.3161,9.4734,7.928,.,.,12.56411943
12 Month,Any Prescription Drug,2016,12.1041,18.0946,11.7273,12.0668,11.5695,12.2922,12.9509,10.7619,7.993,8.0215,7.91732,.,.,11.7314604
12 Month,Any Prescription Drug,2017,10.8233,13.8196,14.6898,13.7338,12.114,12.7385,11.3738,9.5208,8.5749,8.3096,6.90468,.,.,10.67693165
12 Month,Any Prescription Drug,2018,8.3281,14.3075,14.8108,12.5968,12.3732,13.4512,12.8699,8.2213,8.5348,10.9434,7.95282,6.21599,.,9.563443518
12 Month,Any Prescription Drug,2019,6.5521,12.0173,11.0392,9.9112,11.3656,11.5734,10.9227,8.8867,7.9449,7.8362,8.20961,6.02403,.,8.423548062
12 Month,Any Prescription Drug,2020,7.9378,9.3222,9.6051,11.5445,10.0293,9.3708,10.4291,7.6549,7.3672,5.782,7.31912,6.69233,.,7.532999875
12 Month,Any Prescription Drug,2021,5.8297,8.1715,8.71,10.7248,8.5322,9.4401,8.6021,8.2304,9.6231,7.8197,6.36492,7.72877,.,4.362643027
12 Month,Any Prescription Drug,2022,5.5295,5.1801,8.4901,9.861,8.9455,8.7765,9.7878,9.1499,7.2084,7.3179,7.58808,6.96345,.,4.955603036
12 Month,Any Prescription Drug,2023,5.3447,5.5879,5.7973,6.1597,10.9292,7.2588,10.1342,7.5629,7.5006,5.6744,8.48761,6.13092,5.28625,4.098234878
12 Month,Beer,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,75.23745145
12 Month,Beer,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,77.01843552
12 Month,Cigarettes,1978,49.7264,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1979,51.2547,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1980,47.9271,47.2706,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1981,45.122,47.5699,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1982,45.1434,45.9751,44.5372,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1983,45.0649,43.6785,45.2423,.,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1984,43.8556,42.2035,41.8492,41.366,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1985,43.6207,43.7546,39.7017,42.1273,.,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1986,43.3136,41.1666,39.599,39.4568,39.6678,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1987,43.4193,43.3773,41.3052,35.9784,38.1746,.,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1988,41.6198,40.6119,36.9388,35.5237,35.2707,35.1412,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1989,42.0062,39.4204,39.4503,37.8833,33.7309,35.849,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1990,40.3975,39.3818,37.6633,36.0604,32.6548,33.3391,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1991,41.9746,39.4302,37.3568,36.4756,35.6273,31.6717,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1992,41.5064,40.4121,37.3503,33.9627,34.6451,30.3468,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1993,42.4437,41.4854,36.0367,35.2208,32.7155,32.9697,.,.,.,.,.,.,.,.
12 Month,Cigarettes,1994,45.1772,41.159,37.7555,34.7985,33.2783,31.3617,29.7281,.,.,.,.,.,.,.
12 Month,Cigarettes,1995,44.3035,41.8904,37.3318,35.69,32.954,31.7325,29.5206,.,.,.,.,.,.,.
12 Month,Cigarettes,1996,45.9179,44.5627,39.7858,35.5008,32.6133,29.8733,32.0032,.,.,.,.,.,.,.
12 Month,Cigarettes,1997,48.0798,43.9547,38.5829,39.0347,34.2835,32.1356,28.2513,.,.,.,.,.,.,.
12 Month,Cigarettes,1998,46.9698,45.4905,42.7989,38.6462,33.9389,30.9792,29.6696,27.4194,.,.,.,.,.,.
12 Month,Cigarettes,1999,47.7212,43.879,42.802,34.4996,31.958,31.434,29.5882,27.7774,.,.,.,.,.,.
12 Month,Cigarettes,2000,45.0431,45.102,41.5905,38.0567,35.6071,30.5912,29.1367,27.5212,.,.,.,.,.,.
12 Month,Cigarettes,2001,43.2292,45.7597,41.5399,39.6674,32.6544,29.2228,27.3428,27.2742,.,.,.,.,.,.
12 Month,Cigarettes,2002,41.9884,42.7235,41.3268,37.3317,34.1534,31.9922,30.1386,23.5373,.,.,.,.,.,.
12 Month,Cigarettes,2003,40.0531,39.7322,40.0491,35.4654,35.1581,30.6715,27.1643,27.4312,26.2283,.,.,.,.,.
12 Month,Cigarettes,2004,41.7377,43.2669,42.1393,39.003,33.1146,29.8699,26.9628,25.829,24.218,.,.,.,.,.
12 Month,Cigarettes,2005,39.3593,39.7565,39.1671,40.9323,35.2608,30.889,27.0441,25.3329,25.7866,.,.,.,.,.
12 Month,Cigarettes,2006,36.2305,39.7252,38.694,38.4006,35.6395,32.164,25.3653,23.2282,22.8998,.,.,.,.,.
12 Month,Cigarettes,2007,34.3661,38.0744,38.0306,36.5442,34.562,30.4111,24.9868,23.8358,21.6431,.,.,.,.,.
12 Month,Cigarettes,2008,32.2773,36.935,38.6042,33.6463,35.6007,31.9412,29.3773,24.2141,22.4638,22.9478,.,.,.,.
12 Month,Cigarettes,2009,32.1034,36.7142,36.3048,34.5074,32.3959,33.2492,23.8958,20.3192,23.3072,20.8271,.,.,.,.
12 Month,Cigarettes,2010,30.5457,35.2334,34.7877,34.8817,32.112,31.8296,26.1105,20.8854,23.3161,22.6764,.,.,.,.
12 Month,Cigarettes,2011,31.114,35.2585,34.6793,33.4371,29.4511,27.9668,28.7589,17.6374,18.972,20.9941,.,.,.,.
12 Month,Cigarettes,2012,26.6866,29.962,32.3451,32.9248,30.8137,26.94,24.5588,16.71,20.0207,19.1198,.,.,.,.
12 Month,Cigarettes,2013,28.2364,32.3877,31.7056,30.7729,29.2201,26.9012,22.9873,23.2474,19.2002,19.909,17.7717,.,.,.
12 Month,Cigarettes,2014,25.9413,27.579,28.9449,25.7221,28.757,27.3681,27.2091,18.7841,18.8737,19.1878,18.4567,.,.,.
12 Month,Cigarettes,2015,26.9036,27.9093,27.6788,28.6464,25.9033,20.2909,26.888,19.706,15.4547,20.1795,18.3566,.,.,.
12 Month,Cigarettes,2016,17.3575,27.4505,25.8543,25.6631,23.1464,25.4225,24.1444,20.142,15.5347,17.6394,16.919,.,.,.
12 Month,Cigarettes,2017,17.9158,27.0509,25.5903,26.6418,24.0009,19.0119,20.257,20.3733,12.9341,16.8084,16.6295,.,.,.
12 Month,Cigarettes,2018,18.9771,23.3914,29.0365,23.0747,24.2126,22.5591,21.6289,18.949,17.4699,14.2578,18.3754,16.0292,.,.
12 Month,Cigarettes,2019,17.1024,25.9355,22.8272,26.0933,23.8049,22.5518,19.5587,17.9911,13.9298,15.6339,16.4344,14.5535,.,.
12 Month,Cigarettes,2020,18.9192,21.6713,23.3562,24.9428,21.8402,19.1282,20.6718,17.9458,18.7211,12.6323,15.9458,16.1143,.,.
12 Month,Cigarettes,2021,16.9805,18.3291,20.2335,21.5397,22.7728,20.5716,16.7234,15.8299,13.9877,14.587,15.1364,13.7589,.,.
12 Month,Cigarettes,2022,12.251,18.3563,20.9194,17.198,17.5486,17.4882,19.5784,18.1166,16.648,12.1639,13.9312,14.772,.,.
12 Month,Cigarettes,2023,14.4795,21.9149,18.5434,19.4869,18.8142,19.1811,18.3397,15.3398,14.2809,16.8426,14.2991,13.9432,13.8051,.
12 Month,Cocaine,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,5.999807352
12 Month,Cocaine,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,7.15716029
12 Month,Cocaine,1978,11.9425,.,.,.,.,.,.,.,.,.,.,.,.,9.033570053
12 Month,Cocaine,1979,14.8716,.,.,.,.,.,.,.,.,.,.,.,.,12.00316114
12 Month,Cocaine,1980,16.7047,20.5057,.,.,.,.,.,.,.,.,.,.,.,12.333691
12 Month,Cocaine,1981,16.8292,20.5477,.,.,.,.,.,.,.,.,.,.,.,12.35224112
12 Month,Cocaine,1982,16.9003,21.8194,23.4427,.,.,.,.,.,.,.,.,.,.,11.50460091
12 Month,Cocaine,1983,14.4825,21.553,20.9595,.,.,.,.,.,.,.,.,.,.,11.35701847
12 Month,Cocaine,1984,15.2536,20.9451,20.9648,21.8967,.,.,.,.,.,.,.,.,.,11.63360968
12 Month,Cocaine,1985,17.1579,19.5299,24.4254,21.9115,.,.,.,.,.,.,.,.,.,13.08488758
12 Month,Cocaine,1986,16.8164,20.6215,23.1756,20.2398,20.7705,.,.,.,.,.,.,.,.,12.73074875
12 Month,Cocaine,1987,14.548,16.8648,16.7946,17.7787,15.9712,.,.,.,.,.,.,.,.,10.32846912
12 Month,Cocaine,1988,10.6938,14.696,15.0309,15.2906,14.8996,14.8615,.,.,.,.,.,.,.,7.881924288
12 Month,Cocaine,1989,7.7088,12.8841,12.9157,10.8409,12.8006,12.2415,.,.,.,.,.,.,.,6.506698306
12 Month,Cocaine,1990,5.6225,9.0017,9.9378,10.353,10.2557,8.3566,.,.,.,.,.,.,.,5.288952098
12 Month,Cocaine,1991,4.2474,6.1575,7.827,8.0886,7.2115,7.253,.,.,.,.,.,.,.,3.473883815
12 Month,Cocaine,1992,4.276,5.0633,6.6947,6.9059,7.5695,7.0306,.,.,.,.,.,.,.,3.133195133
12 Month,Cocaine,1993,3.2385,4.3273,4.5672,6.8016,6.2311,4.8042,.,.,.,.,.,.,.,3.264354739
12 Month,Cocaine,1994,3.6758,4.3535,4.7812,4.8247,5.5785,6.4345,5.08801,.,.,.,.,.,.,3.647249175
12 Month,Cocaine,1995,4.0141,4.08,4.5796,4.8144,5.337,4.7033,4.33976,.,.,.,.,.,.,4.024018393
12 Month,Cocaine,1996,3.9906,4.7773,5.3174,4.2187,4.721,4.4834,5.15666,.,.,.,.,.,.,4.859081898
12 Month,Cocaine,1997,4.8162,5.3912,5.056,4.2847,4.0933,4.7064,4.06784,.,.,.,.,.,.,5.474377134
12 Month,Cocaine,1998,4.8657,6.0364,6.0484,4.5252,4.0171,3.883,4.3912,4.51494,.,.,.,.,.,5.739679161
12 Month,Cocaine,1999,5.7599,5.5648,6.88,5.1333,3.8722,3.8791,5.11092,4.46178,.,.,.,.,.,6.245426522
12 Month,Cocaine,2000,6.2175,5.9449,5.6942,5.6383,3.8367,2.9529,3.87638,3.41709,.,.,.,.,.,4.953166755
12 Month,Cocaine,2001,6.1013,7.6208,5.6064,5.6727,4.9573,2.5149,3.2125,2.80663,.,.,.,.,.,4.814181529
12 Month,Cocaine,2002,6.951,7.5832,5.5821,5.6069,4.3438,5.0556,4.12836,3.69389,.,.,.,.,.,4.968240099
12 Month,Cocaine,2003,6.0728,7.6221,8.116,5.2774,5.8692,5.1008,2.83148,3.69731,4.0995,.,.,.,.,4.829618852
12 Month,Cocaine,2004,6.1117,8.4236,8.7893,6.306,5.3604,4.3961,3.2488,4.01669,4.53571,.,.,.,.,5.292224199
12 Month,Cocaine,2005,5.8481,6.9809,6.7684,8.3171,5.9612,4.7861,2.85048,3.31242,2.89116,.,.,.,.,5.06332846
12 Month,Cocaine,2006,6.4183,8.3989,6.5004,7.6111,5.364,5.0256,2.80779,3.06927,3.46727,.,.,.,.,5.714117839
12 Month,Cocaine,2007,5.8642,7.7749,6.4271,7.2133,6.1389,4.2871,2.53114,3.25472,3.62093,.,.,.,.,5.222728078
12 Month,Cocaine,2008,5.3941,8.0623,5.7912,6.4082,6.5261,5.5987,3.8903,2.01598,2.98384,2.22568,.,.,.,4.374419581
12 Month,Cocaine,2009,3.2272,6.7148,6.7903,5.236,5.1758,6.1524,2.78342,2.18886,3.83896,2.77355,.,.,.,3.365477251
12 Month,Cocaine,2010,3.5635,5.6266,7.1088,5.0066,5.4125,4.5127,2.55212,2.32294,2.92022,1.88992,.,.,.,2.939848807
12 Month,Cocaine,2011,4.4552,4.5422,6.3633,6.364,3.9295,3.989,3.09668,1.14955,2.21076,1.814,.,.,.,2.858937553
12 Month,Cocaine,2012,4.011,3.7022,5.7629,4.7317,4.4717,3.4676,2.22821,1.59645,1.58276,1.92392,.,.,.,2.747117128
12 Month,Cocaine,2013,2.8149,5.1079,4.3927,4.5828,3.4383,3.5234,3.2159,2.95048,2.37408,1.64812,1.12711,.,.,2.639509458
12 Month,Cocaine,2014,6.5325,5.5004,5.7765,6.9379,6.2789,5.0251,3.07664,1.93305,1.22824,2.00922,1.46543,.,.,2.566742057
12 Month,Cocaine,2015,5.1241,5.5214,7.7468,6.6974,5.2105,3.0185,4.67888,1.48112,1.92897,2.45269,1.03244,.,.,2.546204167
12 Month,Cocaine,2016,3.7266,8.6496,8.2159,5.8845,6.426,5.9116,3.33288,2.1678,1.42688,2.35459,1.248,.,.,2.271567577
12 Month,Cocaine,2017,3.5776,8.566,7.6185,9.3066,4.787,4.87,4.98236,2.00994,1.46952,1.9695,1.67397,.,.,2.748269186
12 Month,Cocaine,2018,3.942,6.8539,10.0884,8.947,5.5245,6.1851,3.26819,3.02957,3.01501,1.5033,1.83866,1.53917,.,2.317001565
12 Month,Cocaine,2019,2.8769,7.1422,7.4368,6.7416,7.0762,6.3175,4.72278,3.38412,2.31216,0.64904,1.42733,0.94154,.,2.235609318
12 Month,Cocaine,2020,4.3274,6.0469,7.5808,9.9671,6.3522,5.262,4.70904,3.22892,1.62207,1.30966,2.13272,1.19179,.,2.867305856
12 Month,Cocaine,2021,2.536,4.1824,6.5364,8.723,6.2892,5.2172,4.24435,2.91233,2.11342,1.73451,1.15844,0.64423,.,1.202995831
12 Month,Cocaine,2022,1.6646,4.0046,7.3152,5.4647,7.1987,5.6018,4.14896,3.98081,2.14057,1.31642,0.7588,0.92125,.,1.482092206
12 Month,Cocaine,2023,2.2368,2.9862,2.9876,6.0531,6.9723,8.2902,4.43559,3.20255,2.46972,1.75726,1.06081,1.20381,1.07294,0.602358291
12 Month,Delta-8,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1990,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1991,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1992,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1993,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1994,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1995,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1996,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1997,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1998,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,1999,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2002,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2003,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2004,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2009,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2016,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2017,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2018,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2020,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2021,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2022,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12 Month,Delta-8,2023,11.1813,15.0858,13.8387,13.2209,11.7238,10.182,.,.,.,.,.,.,.,11.40425062
12 Month,Hallucinogens,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,9.523943549
12 Month,Hallucinogens,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,8.900092551
12 Month,Hallucinogens,1978,9.1013,.,.,.,.,.,.,.,.,.,.,.,.,9.731465991
12 Month,Hallucinogens,1979,10.7538,.,.,.,.,.,.,.,.,.,.,.,.,9.976812503
12 Month,Hallucinogens,1980,9.8155,9.7986,.,.,.,.,.,.,.,.,.,.,.,9.444198851
12 Month,Hallucinogens,1981,9.1732,10.9679,.,.,.,.,.,.,.,.,.,.,.,9.124036595
12 Month,Hallucinogens,1982,10.1493,9.2425,7.86626,.,.,.,.,.,.,.,.,.,.,8.223321922
12 Month,Hallucinogens,1983,7.558,7.6465,7.45468,.,.,.,.,.,.,.,.,.,.,7.334316269
12 Month,Hallucinogens,1984,6.1145,7.4825,5.54273,4.7349,.,.,.,.,.,.,.,.,.,6.595725561
12 Month,Hallucinogens,1985,5.9328,5.9562,4.83296,4.9621,.,.,.,.,.,.,.,.,.,6.379023452
12 Month,Hallucinogens,1986,7.0584,5.5065,4.67666,3.0596,2.51518,.,.,.,.,.,.,.,.,6.038428929
12 Month,Hallucinogens,1987,6.2923,5.3754,4.07518,2.4675,2.81919,.,.,.,.,.,.,.,.,6.486246115
12 Month,Hallucinogens,1988,5.7854,5.983,3.78463,2.6493,1.35967,2.07468,.,.,.,.,.,.,.,5.532881622
12 Month,Hallucinogens,1989,5.8727,4.6493,3.93001,2.1019,1.65725,1.5626,.,.,.,.,.,.,.,5.620133354
12 Month,Hallucinogens,1990,6.2966,5.266,4.50862,2.2604,1.94404,1.26627,.,.,.,.,.,.,.,5.913577236
12 Month,Hallucinogens,1991,6.5233,5.8766,4.74631,3.3481,2.6102,1.48505,.,.,.,.,.,.,.,5.839063355
12 Month,Hallucinogens,1992,7.129,6.9133,4.19686,3.9137,2.29358,1.97918,.,.,.,.,.,.,.,5.975418738
12 Month,Hallucinogens,1993,7.0956,4.8625,4.59576,3.2394,2.12905,1.35211,.,.,.,.,.,.,.,7.392685876
12 Month,Hallucinogens,1994,7.4512,7.0381,4.32121,2.672,2.45427,1.47856,0.73691,.,.,.,.,.,.,7.6020623
12 Month,Hallucinogens,1995,9.4777,5.9399,4.83005,3.5941,2.42496,1.87934,0.59617,.,.,.,.,.,.,9.361153985
12 Month,Hallucinogens,1996,10.5835,6.8297,5.62344,3.3113,2.13783,1.30866,0.62242,.,.,.,.,.,.,10.15512609
12 Month,Hallucinogens,1997,10.054,7.5748,4.98078,3.7609,1.73152,1.63831,1.07548,.,.,.,.,.,.,9.908819319
12 Month,Hallucinogens,1998,7.5826,6.633,5.66154,3.4891,2.15172,1.24793,0.42542,0.7788,.,.,.,.,.,9.075193487
12 Month,Hallucinogens,1999,9.4016,7.0984,6.04981,2.7318,1.53151,1.51876,0.76724,0.4158,.,.,.,.,.,9.475030742
12 Month,Hallucinogens,2000,8.4825,7.3679,4.55027,4.1592,2.82666,1.91717,0.52582,1.10495,.,.,.,.,.,8.214802887
12 Month,Hallucinogens,2001,8.6812,8.0002,4.64368,3.1663,1.77168,1.48457,0.74523,0.08594,.,.,.,.,.,9.263611621
