"time","drug","yradmin_fu","age","estimate"
"12 Month","Amphetamines",2009,"Age 50",1.051
"12 Month","Amphetamines",2010,"Age 50",0.727
"12 Month","Amphetamines",2011,"Age 50",1.302
"12 Month","Amphetamines",2012,"Age 50",0.400
"12 Month","Amphetamines",2013,"Age 50",0.883
"12 Month","Amphetamines",2014,"Age 50",0.975
"12 Month","Amphetamines",2015,"Age 50",1.024
"12 Month","Amphetamines",2016,"Age 50",1.231
"12 Month","Amphetamines",2017,"Age 50",0.617
"12 Month","Amphetamines",2018,"Age 50",2.391
"12 Month","Amphetamines",2019,"Age 50",1.398
"12 Month","Amphetamines",2020,"Age 50",0.802
"12 Month","Amphetamines",2021,"Age 50",2.209
"12 Month","Amphetamines",2022,"Age 50",2.449
"12 Month","Amphetamines",2013,"Age 55",0.682
"12 Month","Amphetamines",2014,"Age 55",0.183
"12 Month","Amphetamines",2015,"Age 55",0.322
"12 Month","Amphetamines",2016,"Age 55",0.744
"12 Month","Amphetamines",2017,"Age 55",0.791
"12 Month","Amphetamines",2018,"Age 55",1.159
"12 Month","Amphetamines",2019,"Age 55",1.334
"12 Month","Amphetamines",2020,"Age 55",1.005
"12 Month","Amphetamines",2021,"Age 55",0.655
"12 Month","Amphetamines",2022,"Age 55",0.712
"12 Month","Amphetamines",2018,"Age 60",0.664
"12 Month","Amphetamines",2019,"Age 60",0.704
"12 Month","Amphetamines",2020,"Age 60",0.567
"12 Month","Amphetamines",2021,"Age 60",0.649
"12 Month","Amphetamines",2022,"Age 60",0.754
"30 Day","Amphetamines",1977,"Ages 19-30",7.031
"30 Day","Amphetamines",1978,"Ages 19-30",8.917
"30 Day","Amphetamines",1979,"Ages 19-30",10.554
"30 Day","Amphetamines",1980,"Ages 19-30",13.185
"30 Day","Amphetamines",1981,"Ages 19-30",15.017
"30 Day","Amphetamines",1982,"Ages 19-30",10.133
"30 Day","Amphetamines",1983,"Ages 19-30",8.204
"30 Day","Amphetamines",1984,"Ages 19-30",6.353
"30 Day","Amphetamines",1985,"Ages 19-30",5.258
"30 Day","Amphetamines",1986,"Ages 19-30",3.966
"30 Day","Amphetamines",1987,"Ages 19-30",3.292
"30 Day","Amphetamines",1988,"Ages 19-30",2.612
"30 Day","Amphetamines",1989,"Ages 19-30",2.078
"30 Day","Amphetamines",1990,"Ages 19-30",1.774
"30 Day","Amphetamines",1991,"Ages 19-30",1.437
"30 Day","Amphetamines",1992,"Ages 19-30",1.480
"30 Day","Amphetamines",1993,"Ages 19-30",1.366
"30 Day","Amphetamines",1994,"Ages 19-30",1.720
"30 Day","Amphetamines",1995,"Ages 19-30",1.566
"30 Day","Amphetamines",1996,"Ages 19-30",1.484
"30 Day","Amphetamines",1997,"Ages 19-30",1.516
"30 Day","Amphetamines",1998,"Ages 19-30",1.566
"30 Day","Amphetamines",1999,"Ages 19-30",1.698
"30 Day","Amphetamines",2000,"Ages 19-30",1.877
"30 Day","Amphetamines",2001,"Ages 19-30",2.061
"30 Day","Amphetamines",2002,"Ages 19-30",2.027
"30 Day","Amphetamines",2003,"Ages 19-30",2.274
"30 Day","Amphetamines",2004,"Ages 19-30",2.179
"30 Day","Amphetamines",2005,"Ages 19-30",1.910
"30 Day","Amphetamines",2006,"Ages 19-30",2.060
"30 Day","Amphetamines",2007,"Ages 19-30",2.225
"30 Day","Amphetamines",2008,"Ages 19-30",2.173
"30 Day","Amphetamines",2009,"Ages 19-30",2.158
"30 Day","Amphetamines",2010,"Ages 19-30",2.565
"30 Day","Amphetamines",2011,"Ages 19-30",2.898
"30 Day","Amphetamines",2012,"Ages 19-30",2.951
"30 Day","Amphetamines",2013,"Ages 19-30",2.933
"30 Day","Amphetamines",2014,"Ages 19-30",3.491
"30 Day","Amphetamines",2015,"Ages 19-30",2.908
"30 Day","Amphetamines",2016,"Ages 19-30",3.022
"30 Day","Amphetamines",2017,"Ages 19-30",3.084
"30 Day","Amphetamines",2018,"Ages 19-30",2.877
"30 Day","Amphetamines",2019,"Ages 19-30",2.407
"30 Day","Amphetamines",2020,"Ages 19-30",1.994
"30 Day","Amphetamines",2021,"Ages 19-30",2.323
"30 Day","Amphetamines",2022,"Ages 19-30",2.209
"30 Day","Amphetamines",1993,"Ages 35-50",0.903
"30 Day","Amphetamines",1994,"Ages 35-50",1.110
"30 Day","Amphetamines",1995,"Ages 35-50",1.113
"30 Day","Amphetamines",1996,"Ages 35-50",0.645
"30 Day","Amphetamines",1997,"Ages 35-50",1.274
"30 Day","Amphetamines",1998,"Ages 35-50",0.488
"30 Day","Amphetamines",1999,"Ages 35-50",0.613
"30 Day","Amphetamines",2000,"Ages 35-50",0.558
"30 Day","Amphetamines",2001,"Ages 35-50",0.906
"30 Day","Amphetamines",2002,"Ages 35-50",0.544
"30 Day","Amphetamines",2003,"Ages 35-50",0.990
"30 Day","Amphetamines",2004,"Ages 35-50",0.830
"30 Day","Amphetamines",2005,"Ages 35-50",0.334
"30 Day","Amphetamines",2006,"Ages 35-50",0.734
"30 Day","Amphetamines",2007,"Ages 35-50",0.419
"30 Day","Amphetamines",2008,"Ages 35-50",0.476
"30 Day","Amphetamines",2009,"Ages 35-50",0.584
"30 Day","Amphetamines",2010,"Ages 35-50",0.547
"30 Day","Amphetamines",2011,"Ages 35-50",0.566
"30 Day","Amphetamines",2012,"Ages 35-50",0.526
"30 Day","Amphetamines",2013,"Ages 35-50",0.783
"30 Day","Amphetamines",2014,"Ages 35-50",0.626
"30 Day","Amphetamines",2015,"Ages 35-50",0.925
"30 Day","Amphetamines",2016,"Ages 35-50",0.863
"30 Day","Amphetamines",2017,"Ages 35-50",0.933
"30 Day","Amphetamines",2018,"Ages 35-50",0.807
"30 Day","Amphetamines",2019,"Ages 35-50",1.229
"30 Day","Amphetamines",2020,"Ages 35-50",1.075
"30 Day","Amphetamines",2021,"Ages 35-50",1.212
"30 Day","Amphetamines",2022,"Ages 35-50",1.737
"30 Day","Amphetamines",1977,"Ages 19-20",7.031
"30 Day","Amphetamines",1978,"Ages 19-20",8.917
"30 Day","Amphetamines",1979,"Ages 19-20",10.520
"30 Day","Amphetamines",1980,"Ages 19-20",12.728
"30 Day","Amphetamines",1981,"Ages 19-20",15.268
"30 Day","Amphetamines",1982,"Ages 19-20",11.795
"30 Day","Amphetamines",1983,"Ages 19-20",8.617
"30 Day","Amphetamines",1984,"Ages 19-20",6.631
"30 Day","Amphetamines",1985,"Ages 19-20",5.914
"30 Day","Amphetamines",1986,"Ages 19-20",4.387
"30 Day","Amphetamines",1987,"Ages 19-20",3.583
"30 Day","Amphetamines",1988,"Ages 19-20",3.810
"30 Day","Amphetamines",1989,"Ages 19-20",2.105
"30 Day","Amphetamines",1990,"Ages 19-20",2.180
"30 Day","Amphetamines",1991,"Ages 19-20",1.337
"30 Day","Amphetamines",1992,"Ages 19-20",2.378
"30 Day","Amphetamines",1993,"Ages 19-20",1.845
"30 Day","Amphetamines",1994,"Ages 19-20",2.201
"30 Day","Amphetamines",1995,"Ages 19-20",2.710
"30 Day","Amphetamines",1996,"Ages 19-20",2.352
"30 Day","Amphetamines",1997,"Ages 19-20",2.364
"30 Day","Amphetamines",1998,"Ages 19-20",2.854
"30 Day","Amphetamines",1999,"Ages 19-20",3.141
"30 Day","Amphetamines",2000,"Ages 19-20",3.795
"30 Day","Amphetamines",2001,"Ages 19-20",3.536
"30 Day","Amphetamines",2002,"Ages 19-20",3.604
"30 Day","Amphetamines",2003,"Ages 19-20",3.772
"30 Day","Amphetamines",2004,"Ages 19-20",3.711
"30 Day","Amphetamines",2005,"Ages 19-20",2.760
"30 Day","Amphetamines",2006,"Ages 19-20",2.813
"30 Day","Amphetamines",2007,"Ages 19-20",3.529
"30 Day","Amphetamines",2008,"Ages 19-20",2.490
"30 Day","Amphetamines",2009,"Ages 19-20",2.856
"30 Day","Amphetamines",2010,"Ages 19-20",3.898
"30 Day","Amphetamines",2011,"Ages 19-20",3.795
"30 Day","Amphetamines",2012,"Ages 19-20",4.182
"30 Day","Amphetamines",2013,"Ages 19-20",4.512
"30 Day","Amphetamines",2014,"Ages 19-20",6.324
"30 Day","Amphetamines",2015,"Ages 19-20",3.723
"30 Day","Amphetamines",2016,"Ages 19-20",2.818
"30 Day","Amphetamines",2017,"Ages 19-20",2.186
"30 Day","Amphetamines",2018,"Ages 19-20",1.714
"30 Day","Amphetamines",2019,"Ages 19-20",1.962
"30 Day","Amphetamines",2020,"Ages 19-20",0.918
"30 Day","Amphetamines",2021,"Ages 19-20",1.588
"30 Day","Amphetamines",2022,"Ages 19-20",1.048
"30 Day","Amphetamines",1979,"Ages 21-22",10.633
"30 Day","Amphetamines",1980,"Ages 21-22",13.705
"30 Day","Amphetamines",1981,"Ages 21-22",14.955
"30 Day","Amphetamines",1982,"Ages 21-22",9.077
"30 Day","Amphetamines",1983,"Ages 21-22",9.155
"30 Day","Amphetamines",1984,"Ages 21-22",7.115
"30 Day","Amphetamines",1985,"Ages 21-22",5.035
"30 Day","Amphetamines",1986,"Ages 21-22",4.635
"30 Day","Amphetamines",1987,"Ages 21-22",3.667
"30 Day","Amphetamines",1988,"Ages 21-22",2.602
"30 Day","Amphetamines",1989,"Ages 21-22",2.571
"30 Day","Amphetamines",1990,"Ages 21-22",1.978
"30 Day","Amphetamines",1991,"Ages 21-22",1.929
"30 Day","Amphetamines",1992,"Ages 21-22",1.546
"30 Day","Amphetamines",1993,"Ages 21-22",1.987
"30 Day","Amphetamines",1994,"Ages 21-22",2.088
"30 Day","Amphetamines",1995,"Ages 21-22",2.252
"30 Day","Amphetamines",1996,"Ages 21-22",1.848
"30 Day","Amphetamines",1997,"Ages 21-22",2.449
"30 Day","Amphetamines",1998,"Ages 21-22",1.624
"30 Day","Amphetamines",1999,"Ages 21-22",1.953
"30 Day","Amphetamines",2000,"Ages 21-22",2.280
"30 Day","Amphetamines",2001,"Ages 21-22",3.138
"30 Day","Amphetamines",2002,"Ages 21-22",2.123
"30 Day","Amphetamines",2003,"Ages 21-22",3.171
"30 Day","Amphetamines",2004,"Ages 21-22",2.923
"30 Day","Amphetamines",2005,"Ages 21-22",2.749
"30 Day","Amphetamines",2006,"Ages 21-22",2.600
"30 Day","Amphetamines",2007,"Ages 21-22",2.607
"30 Day","Amphetamines",2008,"Ages 21-22",3.203
"30 Day","Amphetamines",2009,"Ages 21-22",3.066
"30 Day","Amphetamines",2010,"Ages 21-22",3.516
"30 Day","Amphetamines",2011,"Ages 21-22",3.711
"30 Day","Amphetamines",2012,"Ages 21-22",3.390
"30 Day","Amphetamines",2013,"Ages 21-22",5.167
"30 Day","Amphetamines",2014,"Ages 21-22",4.003
"30 Day","Amphetamines",2015,"Ages 21-22",5.182
"30 Day","Amphetamines",2016,"Ages 21-22",5.515
"30 Day","Amphetamines",2017,"Ages 21-22",5.134
"30 Day","Amphetamines",2018,"Ages 21-22",2.871
"30 Day","Amphetamines",2019,"Ages 21-22",3.284
"30 Day","Amphetamines",2020,"Ages 21-22",2.461
"30 Day","Amphetamines",2021,"Ages 21-22",3.058
"30 Day","Amphetamines",2022,"Ages 21-22",1.297
"30 Day","Amphetamines",1981,"Ages 23-24",14.596
"30 Day","Amphetamines",1982,"Ages 23-24",9.497
"30 Day","Amphetamines",1983,"Ages 23-24",7.734
"30 Day","Amphetamines",1984,"Ages 23-24",5.512
"30 Day","Amphetamines",1985,"Ages 23-24",5.308
"30 Day","Amphetamines",1986,"Ages 23-24",4.359
"30 Day","Amphetamines",1987,"Ages 23-24",2.723
"30 Day","Amphetamines",1988,"Ages 23-24",2.595
"30 Day","Amphetamines",1989,"Ages 23-24",2.057
"30 Day","Amphetamines",1990,"Ages 23-24",2.210
"30 Day","Amphetamines",1991,"Ages 23-24",0.928
"30 Day","Amphetamines",1992,"Ages 23-24",1.252
"30 Day","Amphetamines",1993,"Ages 23-24",0.867
"30 Day","Amphetamines",1994,"Ages 23-24",2.357
"30 Day","Amphetamines",1995,"Ages 23-24",1.531
"30 Day","Amphetamines",1996,"Ages 23-24",2.180
"30 Day","Amphetamines",1997,"Ages 23-24",1.457
"30 Day","Amphetamines",1998,"Ages 23-24",2.170
"30 Day","Amphetamines",1999,"Ages 23-24",1.424
"30 Day","Amphetamines",2000,"Ages 23-24",1.768
"30 Day","Amphetamines",2001,"Ages 23-24",1.706
"30 Day","Amphetamines",2002,"Ages 23-24",2.905
"30 Day","Amphetamines",2003,"Ages 23-24",2.407
"30 Day","Amphetamines",2004,"Ages 23-24",2.231
"30 Day","Amphetamines",2005,"Ages 23-24",2.145
"30 Day","Amphetamines",2006,"Ages 23-24",2.122
"30 Day","Amphetamines",2007,"Ages 23-24",2.675
"30 Day","Amphetamines",2008,"Ages 23-24",2.565
"30 Day","Amphetamines",2009,"Ages 23-24",2.157
"30 Day","Amphetamines",2010,"Ages 23-24",3.317
"30 Day","Amphetamines",2011,"Ages 23-24",4.618
"30 Day","Amphetamines",2012,"Ages 23-24",3.231
"30 Day","Amphetamines",2013,"Ages 23-24",2.816
"30 Day","Amphetamines",2014,"Ages 23-24",3.441
"30 Day","Amphetamines",2015,"Ages 23-24",3.081
"30 Day","Amphetamines",2016,"Ages 23-24",3.169
"30 Day","Amphetamines",2017,"Ages 23-24",3.957
"30 Day","Amphetamines",2018,"Ages 23-24",3.775
"30 Day","Amphetamines",2019,"Ages 23-24",2.796
"30 Day","Amphetamines",2020,"Ages 23-24",2.313
"30 Day","Amphetamines",2021,"Ages 23-24",1.933
"30 Day","Amphetamines",2022,"Ages 23-24",2.686
"30 Day","Amphetamines",1983,"Ages 25-26",6.181
"30 Day","Amphetamines",1984,"Ages 25-26",6.154
"30 Day","Amphetamines",1985,"Ages 25-26",5.314
"30 Day","Amphetamines",1986,"Ages 25-26",3.233
"30 Day","Amphetamines",1987,"Ages 25-26",3.177
"30 Day","Amphetamines",1988,"Ages 25-26",2.911
"30 Day","Amphetamines",1989,"Ages 25-26",1.780
"30 Day","Amphetamines",1990,"Ages 25-26",1.681
"30 Day","Amphetamines",1991,"Ages 25-26",1.822
"30 Day","Amphetamines",1992,"Ages 25-26",1.093
"30 Day","Amphetamines",1993,"Ages 25-26",1.494
"30 Day","Amphetamines",1994,"Ages 25-26",1.718
"30 Day","Amphetamines",1995,"Ages 25-26",0.932
"30 Day","Amphetamines",1996,"Ages 25-26",0.921
"30 Day","Amphetamines",1997,"Ages 25-26",1.144
"30 Day","Amphetamines",1998,"Ages 25-26",1.413
"30 Day","Amphetamines",1999,"Ages 25-26",1.395
"30 Day","Amphetamines",2000,"Ages 25-26",1.793
"30 Day","Amphetamines",2001,"Ages 25-26",1.575
"30 Day","Amphetamines",2002,"Ages 25-26",1.437
"30 Day","Amphetamines",2003,"Ages 25-26",1.848
"30 Day","Amphetamines",2004,"Ages 25-26",1.851
"30 Day","Amphetamines",2005,"Ages 25-26",1.468
"30 Day","Amphetamines",2006,"Ages 25-26",2.704
"30 Day","Amphetamines",2007,"Ages 25-26",2.340
"30 Day","Amphetamines",2008,"Ages 25-26",1.231
"30 Day","Amphetamines",2009,"Ages 25-26",1.900
"30 Day","Amphetamines",2010,"Ages 25-26",1.986
"30 Day","Amphetamines",2011,"Ages 25-26",1.989
"30 Day","Amphetamines",2012,"Ages 25-26",2.958
"30 Day","Amphetamines",2013,"Ages 25-26",2.136
"30 Day","Amphetamines",2014,"Ages 25-26",3.293
"30 Day","Amphetamines",2015,"Ages 25-26",2.469
"30 Day","Amphetamines",2016,"Ages 25-26",2.506
"30 Day","Amphetamines",2017,"Ages 25-26",2.999
"30 Day","Amphetamines",2018,"Ages 25-26",2.612
"30 Day","Amphetamines",2019,"Ages 25-26",2.360
"30 Day","Amphetamines",2020,"Ages 25-26",2.558
"30 Day","Amphetamines",2021,"Ages 25-26",2.193
"30 Day","Amphetamines",2022,"Ages 25-26",2.223
"30 Day","Amphetamines",1985,"Ages 27-28",4.102
"30 Day","Amphetamines",1986,"Ages 27-28",3.170
"30 Day","Amphetamines",1987,"Ages 27-28",3.250
"30 Day","Amphetamines",1988,"Ages 27-28",1.494
"30 Day","Amphetamines",1989,"Ages 27-28",2.154
"30 Day","Amphetamines",1990,"Ages 27-28",1.553
"30 Day","Amphetamines",1991,"Ages 27-28",1.311
"30 Day","Amphetamines",1992,"Ages 27-28",1.471
"30 Day","Amphetamines",1993,"Ages 27-28",1.220
"30 Day","Amphetamines",1994,"Ages 27-28",0.885
"30 Day","Amphetamines",1995,"Ages 27-28",0.939
"30 Day","Amphetamines",1996,"Ages 27-28",0.891
"30 Day","Amphetamines",1997,"Ages 27-28",0.893
"30 Day","Amphetamines",1998,"Ages 27-28",0.828
"30 Day","Amphetamines",1999,"Ages 27-28",1.077
"30 Day","Amphetamines",2000,"Ages 27-28",1.270
"30 Day","Amphetamines",2001,"Ages 27-28",1.775
"30 Day","Amphetamines",2002,"Ages 27-28",1.967
"30 Day","Amphetamines",2003,"Ages 27-28",1.272
"30 Day","Amphetamines",2004,"Ages 27-28",1.236
"30 Day","Amphetamines",2005,"Ages 27-28",1.261
"30 Day","Amphetamines",2006,"Ages 27-28",1.157
"30 Day","Amphetamines",2007,"Ages 27-28",1.428
"30 Day","Amphetamines",2008,"Ages 27-28",2.131
"30 Day","Amphetamines",2009,"Ages 27-28",1.864
"30 Day","Amphetamines",2010,"Ages 27-28",1.384
"30 Day","Amphetamines",2011,"Ages 27-28",0.963
"30 Day","Amphetamines",2012,"Ages 27-28",2.489
"30 Day","Amphetamines",2013,"Ages 27-28",1.726
"30 Day","Amphetamines",2014,"Ages 27-28",2.255
"30 Day","Amphetamines",2015,"Ages 27-28",1.618
"30 Day","Amphetamines",2016,"Ages 27-28",1.793
"30 Day","Amphetamines",2017,"Ages 27-28",2.366
"30 Day","Amphetamines",2018,"Ages 27-28",3.178
"30 Day","Amphetamines",2019,"Ages 27-28",2.124
"30 Day","Amphetamines",2020,"Ages 27-28",2.234
"30 Day","Amphetamines",2021,"Ages 27-28",2.338
"30 Day","Amphetamines",2022,"Ages 27-28",3.423
"30 Day","Amphetamines",1987,"Ages 29-30",3.570
"30 Day","Amphetamines",1988,"Ages 29-30",2.327
"30 Day","Amphetamines",1989,"Ages 29-30",1.853
"30 Day","Amphetamines",1990,"Ages 29-30",1.103
"30 Day","Amphetamines",1991,"Ages 29-30",1.279
"30 Day","Amphetamines",1992,"Ages 29-30",1.203
"30 Day","Amphetamines",1993,"Ages 29-30",0.873
"30 Day","Amphetamines",1994,"Ages 29-30",1.111
"30 Day","Amphetamines",1995,"Ages 29-30",1.066
"30 Day","Amphetamines",1996,"Ages 29-30",0.801
"30 Day","Amphetamines",1997,"Ages 29-30",0.843
"30 Day","Amphetamines",1998,"Ages 29-30",0.603
"30 Day","Amphetamines",1999,"Ages 29-30",1.270
"30 Day","Amphetamines",2000,"Ages 29-30",0.541
"30 Day","Amphetamines",2001,"Ages 29-30",0.862
"30 Day","Amphetamines",2002,"Ages 29-30",0.313
"30 Day","Amphetamines",2003,"Ages 29-30",1.546
"30 Day","Amphetamines",2004,"Ages 29-30",1.359
"30 Day","Amphetamines",2005,"Ages 29-30",1.245
"30 Day","Amphetamines",2006,"Ages 29-30",1.046
"30 Day","Amphetamines",2007,"Ages 29-30",0.882
"30 Day","Amphetamines",2008,"Ages 29-30",1.340
"30 Day","Amphetamines",2009,"Ages 29-30",1.128
"30 Day","Amphetamines",2010,"Ages 29-30",1.209
"30 Day","Amphetamines",2011,"Ages 29-30",2.153
"30 Day","Amphetamines",2012,"Ages 29-30",1.314
"30 Day","Amphetamines",2013,"Ages 29-30",1.203
"30 Day","Amphetamines",2014,"Ages 29-30",1.874
"30 Day","Amphetamines",2015,"Ages 29-30",1.521
"30 Day","Amphetamines",2016,"Ages 29-30",2.485
"30 Day","Amphetamines",2017,"Ages 29-30",2.021
"30 Day","Amphetamines",2018,"Ages 29-30",3.043
"30 Day","Amphetamines",2019,"Ages 29-30",2.042
"30 Day","Amphetamines",2020,"Ages 29-30",1.305
"30 Day","Amphetamines",2021,"Ages 29-30",2.505
"30 Day","Amphetamines",2022,"Ages 29-30",2.009
"30 Day","Amphetamines",1993,"Age 35",0.903
"30 Day","Amphetamines",1994,"Age 35",1.110
"30 Day","Amphetamines",1995,"Age 35",1.113
"30 Day","Amphetamines",1996,"Age 35",0.645
"30 Day","Amphetamines",1997,"Age 35",1.274
"30 Day","Amphetamines",1998,"Age 35",0.284
"30 Day","Amphetamines",1999,"Age 35",0.525
"30 Day","Amphetamines",2000,"Age 35",0.347
"30 Day","Amphetamines",2001,"Age 35",0.926
"30 Day","Amphetamines",2002,"Age 35",0.760
"30 Day","Amphetamines",2003,"Age 35",1.657
"30 Day","Amphetamines",2004,"Age 35",1.308
"30 Day","Amphetamines",2005,"Age 35",0.491
"30 Day","Amphetamines",2006,"Age 35",0.811
"30 Day","Amphetamines",2007,"Age 35",0.721
"30 Day","Amphetamines",2008,"Age 35",0.063
"30 Day","Amphetamines",2009,"Age 35",0.663
"30 Day","Amphetamines",2010,"Age 35",0.747
"30 Day","Amphetamines",2011,"Age 35",0.555
"30 Day","Amphetamines",2012,"Age 35",0.949
"30 Day","Amphetamines",2013,"Age 35",0.836
"30 Day","Amphetamines",2014,"Age 35",1.040
"30 Day","Amphetamines",2015,"Age 35",1.690
"30 Day","Amphetamines",2016,"Age 35",1.589
"30 Day","Amphetamines",2017,"Age 35",1.557
"30 Day","Amphetamines",2018,"Age 35",0.848
"30 Day","Amphetamines",2019,"Age 35",2.164
"30 Day","Amphetamines",2020,"Age 35",1.593
"30 Day","Amphetamines",2021,"Age 35",1.586
"30 Day","Amphetamines",2022,"Age 35",2.454
"30 Day","Amphetamines",1998,"Age 40",0.736
"30 Day","Amphetamines",1999,"Age 40",0.715
"30 Day","Amphetamines",2000,"Age 40",0.746
"30 Day","Amphetamines",2001,"Age 40",0.886
"30 Day","Amphetamines",2002,"Age 40",0.327
"30 Day","Amphetamines",2003,"Age 40",0.616
"30 Day","Amphetamines",2004,"Age 40",0.751
"30 Day","Amphetamines",2005,"Age 40",0.242
"30 Day","Amphetamines",2006,"Age 40",0.442
"30 Day","Amphetamines",2007,"Age 40",0.247
"30 Day","Amphetamines",2008,"Age 40",0.782
"30 Day","Amphetamines",2009,"Age 40",0.904
"30 Day","Amphetamines",2010,"Age 40",0.645
"30 Day","Amphetamines",2011,"Age 40",0.242
"30 Day","Amphetamines",2012,"Age 40",0.597
"30 Day","Amphetamines",2013,"Age 40",1.100
"30 Day","Amphetamines",2014,"Age 40",0.474
"30 Day","Amphetamines",2015,"Age 40",1.124
"30 Day","Amphetamines",2016,"Age 40",1.126
"30 Day","Amphetamines",2017,"Age 40",1.071
"30 Day","Amphetamines",2018,"Age 40",0.728
"30 Day","Amphetamines",2019,"Age 40",1.585
"30 Day","Amphetamines",2020,"Age 40",1.163
"30 Day","Amphetamines",2021,"Age 40",0.976
"30 Day","Amphetamines",2022,"Age 40",1.260
"30 Day","Amphetamines",2003,"Age 45",0.737
"30 Day","Amphetamines",2004,"Age 45",0.395
"30 Day","Amphetamines",2005,"Age 45",0.277
"30 Day","Amphetamines",2006,"Age 45",0.944
"30 Day","Amphetamines",2007,"Age 45",0.311
"30 Day","Amphetamines",2008,"Age 45",0.609
"30 Day","Amphetamines",2009,"Age 45",0.185
"30 Day","Amphetamines",2010,"Age 45",0.235
"30 Day","Amphetamines",2011,"Age 45",0.707
"30 Day","Amphetamines",2012,"Age 45",0.388
"30 Day","Amphetamines",2013,"Age 45",0.643
"30 Day","Amphetamines",2014,"Age 45",0.542
"30 Day","Amphetamines",2015,"Age 45",0.431
"30 Day","Amphetamines",2016,"Age 45",0.263
"30 Day","Amphetamines",2017,"Age 45",1.066
"30 Day","Amphetamines",2018,"Age 45",0.369
